character_id,episode_id,character_name,source_field
char__handmaid,train_ep_000321,handmaid,agents
char__maid,train_ep_000321,maid,agents
char__girl,train_ep_000322,girl,agents
char__man,train_ep_000322,man,agents
char__servant,train_ep_000323,servant,agents
char__young_maiden,train_ep_000323,young maiden,agents
char__animal,train_ep_000324,animal,agents
char__squirrel,train_ep_000324,squirrel,agents
char__priest,train_ep_000325,priest,agents
char__prince,train_ep_000325,prince,agents
char__pastor,train_ep_000326,pastor,agents
char__preacher,train_ep_000326,preacher,agents
char__horse_caretaker_trainer,train_ep_000327,horse caretaker trainer,agents
char__mice,train_ep_000327,mice,agents
char__hog,train_ep_000328,hog,agents
char__hunting_dog,train_ep_000328,hunting dog,agents
char__architect,train_ep_000329,architect,agents
char__queen,train_ep_000329,queen,agents
char__groundskeeper,train_ep_000330,groundskeeper,agents
char__peasant,train_ep_000330,peasant,agents
char__dog,train_ep_000331,dog,agents
char__watchmen,train_ep_000331,watchmen,agents
char__horse,train_ep_000332,horse,agents
char__pig,train_ep_000332,pig,agents
char__peasant,train_ep_000333,peasant,agents
char__resident,train_ep_000333,resident,agents
char__bartender,train_ep_000334,bartender,agents
char__craftsman,train_ep_000334,craftsman,agents
char__king,train_ep_000335,king,agents
char__man,train_ep_000335,man,agents
char__guard,train_ep_000336,guard,agents
char__peasant,train_ep_000336,peasant,agents
char__customer,train_ep_000337,customer,agents
char__rat,train_ep_000337,rat,agents
char__military_commander,train_ep_000338,military commander,agents
char__person,train_ep_000338,person,agents
char__king,train_ep_000339,king,agents
char__temple_guard,train_ep_000339,temple guard,agents
char__fishermen,train_ep_000340,fishermen,agents
char__flirty_barmaid,train_ep_000340,flirty barmaid,agents
char__assassin,train_ep_000341,assassin,agents
char__king,train_ep_000341,king,agents
char__bird,train_ep_000342,bird,agents
char__squirrel,train_ep_000342,squirrel,agents
char__deer,train_ep_000343,deer,agents
char__bird,train_ep_000344,bird,agents
char__serving_wench,train_ep_000344,serving wench,agents
char__captain,train_ep_000345,captain,agents
char__child,train_ep_000345,child,agents
char__maid,train_ep_000346,maid,agents
char__queen,train_ep_000346,queen,agents
char__weary_traveler,train_ep_000347,weary traveler,agents
char__worshipper,train_ep_000347,worshipper,agents
char__angel,train_ep_000348,angel,agents
char__kings,train_ep_000348,kings,agents
char__man,train_ep_000349,man,agents
char__vulture,train_ep_000349,vulture,agents
char__child,train_ep_000350,child,agents
char__customer,train_ep_000350,customer,agents
char__person,train_ep_000351,person,agents
char__small_animals,train_ep_000351,small animals,agents
char__brother,train_ep_000352,brother,agents
char__king,train_ep_000352,king,agents
char__barkeep,train_ep_000353,barkeep,agents
char__woman,train_ep_000353,woman,agents
char__carpenter,train_ep_000354,carpenter,agents
char__priests,train_ep_000354,priests,agents
char__king,train_ep_000355,king,agents
char__queen,train_ep_000355,queen,agents
char__patron,train_ep_000356,patron,agents
char__priest,train_ep_000356,priest,agents
char__pond_visitor,train_ep_000357,pond visitor,agents
char__traveling_salesmen_stopping_for_a_drink,train_ep_000357,traveling salesmen stopping for a drink,agents
char__faery,train_ep_000358,faery,agents
char__farmer,train_ep_000358,farmer,agents
char__clergyman,train_ep_000359,clergyman,agents
char__minister,train_ep_000359,minister,agents
char__lands_lord,train_ep_000360,lands lord,agents
char__orc,train_ep_000360,orc,agents
char__parishioner,train_ep_000361,parishioner,agents
char__preacher,train_ep_000361,preacher,agents
char__spider,train_ep_000362,spider,agents
char__worker,train_ep_000362,worker,agents
char__mourner,train_ep_000363,mourner,agents
char__queen,train_ep_000363,queen,agents
char__attendee,train_ep_000364,attendee,agents
char__emperor,train_ep_000364,emperor,agents
char__king,train_ep_000365,king,agents
char__murderer,train_ep_000365,murderer,agents
char__princess,train_ep_000366,princess,agents
char__witch,train_ep_000366,witch,agents
char__monk,train_ep_000367,monk,agents
char__priest,train_ep_000367,priest,agents
char__painter,train_ep_000368,painter,agents
char__soldiers,train_ep_000368,soldiers,agents
char__dolphin,train_ep_000369,dolphin,agents
char__mermaid,train_ep_000369,mermaid,agents
char__person,train_ep_000370,person,agents
char__thief,train_ep_000370,thief,agents
char__goblin,train_ep_000371,goblin,agents
char__kid,train_ep_000371,kid,agents
char__policeman_walking_a_beat,train_ep_000372,policeman walking a beat,agents
char__small_aggressive_looking_dog,train_ep_000372,small aggressive-looking dog,agents
char__crab,train_ep_000373,crab,agents
char__person,train_ep_000373,person,agents
char__bat,train_ep_000374,bat,agents
char__spirit,train_ep_000374,spirit,agents
char__gecko,train_ep_000375,gecko,agents
char__thief,train_ep_000375,thief,agents
char__rat,train_ep_000376,rat,agents
char__vigilant_guard,train_ep_000376,vigilant guard,agents
char__king,train_ep_000377,king,agents
char__lawyer,train_ep_000377,lawyer,agents
char__cow,train_ep_000378,cow,agents
char__farmer,train_ep_000378,farmer,agents
char__chilling_wind_or_voice,train_ep_000379,chilling wind or voice,agents
char__gravedigger_doing_his_work,train_ep_000379,gravedigger doing his work,agents
char__farmer,train_ep_000380,farmer,agents
char__person,train_ep_000380,person,agents
char__helpers,train_ep_000381,helpers,agents
char__worker,train_ep_000381,worker,agents
char__lord_chamberlain,train_ep_000382,lord chamberlain,agents
char__master_of_ceremonies,train_ep_000382,master of ceremonies,agents
char__deity,train_ep_000383,deity,agents
char__priestess,train_ep_000383,priestess,agents
char__policeman_walking_a_beat,train_ep_000384,policeman walking a beat,agents
char__seagull,train_ep_000384,seagull,agents
char__goblin,train_ep_000385,goblin,agents
char__rat,train_ep_000385,rat,agents
char__god,train_ep_000386,god,agents
char__person,train_ep_000386,person,agents
char__gecko,train_ep_000387,gecko,agents
char__tribesman,train_ep_000387,tribesman,agents
char__masked_torturer,train_ep_000388,masked torturer,agents
char__vigilant_guard,train_ep_000388,vigilant guard,agents
char__fairy,train_ep_000389,fairy,agents
char__ogre,train_ep_000389,ogre,agents
char__congregant,train_ep_000390,congregant,agents
char__king,train_ep_000390,king,agents
char__farmer,train_ep_000391,farmer,agents
char__milk_maid,train_ep_000391,milk maid,agents
char__magical_being,train_ep_000392,magical being,agents
char__steward,train_ep_000392,steward,agents
char__local_artist,train_ep_000393,local artist,agents
char__person,train_ep_000393,person,agents
char__attendee,train_ep_000394,attendee,agents
char__watchman,train_ep_000394,watchman,agents
char__farmer,train_ep_000395,farmer,agents
char__priest,train_ep_000395,priest,agents
char__queen,train_ep_000396,queen,agents
char__subject,train_ep_000396,subject,agents
char__thief,train_ep_000397,thief,agents
char__vendor,train_ep_000397,vendor,agents
char__monster,train_ep_000398,monster,agents
char__traveller,train_ep_000398,traveller,agents
char__adventurer,train_ep_000399,adventurer,agents
char__ghost,train_ep_000399,ghost,agents
char__knight_in_shining_armor,train_ep_000400,knight in shining armor,agents
char__mermaid,train_ep_000400,mermaid,agents
char__king_s_dog,train_ep_000401,king's dog,agents
char__queen,train_ep_000401,queen,agents
char__gravedigger,train_ep_000402,gravedigger,agents
char__thief,train_ep_000402,thief,agents
char__bat,train_ep_000403,bat,agents
char__rat,train_ep_000403,rat,agents
char__mourner,train_ep_000404,mourner,agents
char__war_officer,train_ep_000404,war officer,agents
char__person,train_ep_000405,person,agents
char__small_animals,train_ep_000405,small animals,agents
char__ogre,train_ep_000406,ogre,agents
char__trolls,train_ep_000406,trolls,agents
char__fighters,train_ep_000407,fighters,agents
char__king,train_ep_000407,king,agents
char__farmer,train_ep_000408,farmer,agents
char__milk_maid,train_ep_000408,milk maid,agents
char__insects,train_ep_000409,insects,agents
char__parent,train_ep_000409,parent,agents
char__altar_boy,train_ep_000410,altar boy,agents
char__king,train_ep_000410,king,agents
char__camera_man,train_ep_000411,camera man,agents
char__child,train_ep_000411,child,agents
char__bears_cubs_it_fights_to_protect,train_ep_000412,bears cubs it fights to protect,agents
char__wolf,train_ep_000412,wolf,agents
char__guard,train_ep_000413,guard,agents
char__high_priest,train_ep_000413,high priest,agents
char__rat,train_ep_000414,rat,agents
char__servant,train_ep_000414,servant,agents
char__drunk_reeling_out_of_the_saloon,train_ep_000415,drunk reeling out of the saloon,agents
char__person,train_ep_000415,person,agents
char__fox,train_ep_000416,fox,agents
char__mariner,train_ep_000416,mariner,agents
char__governor,train_ep_000417,governor,agents
char__woman,train_ep_000417,woman,agents
char__soldier,train_ep_000418,soldier,agents
char__wise_men,train_ep_000418,wise men,agents
char__person,train_ep_000419,person,agents
char__thief,train_ep_000419,thief,agents
char__guard,train_ep_000420,guard,agents
char__rat,train_ep_000420,rat,agents
char__eagle,train_ep_000421,eagle,agents
char__priest,train_ep_000421,priest,agents
char__offender,train_ep_000422,offender,agents
char__rodent,train_ep_000422,rodent,agents
char__ghost,train_ep_000423,ghost,agents
char__grounds_keeper,train_ep_000423,grounds keeper,agents
char__dragon_who_breathes_fire_and_won_t_let_her_out,train_ep_000424,dragon who breathes fire and won't let her out,agents
char__princess_who_lives_in_the_castle_and_can_t_escape,train_ep_000424,princess who lives in the castle and can't escape,agents
char__bird,train_ep_000425,bird,agents
char__wolves,train_ep_000425,wolves,agents
char__member,train_ep_000426,member,agents
char__troll,train_ep_000426,troll,agents
char__field_mice,train_ep_000427,field mice,agents
char__garter_snake,train_ep_000427,garter snake,agents
char__fairy,train_ep_000428,fairy,agents
char__person,train_ep_000428,person,agents
char__explorer,train_ep_000429,explorer,agents
char__homeless_man,train_ep_000429,homeless man,agents
char__bat,train_ep_000430,bat,agents
char__cockroach,train_ep_000430,cockroach,agents
char__guard,train_ep_000431,guard,agents
char__mystical_lion,train_ep_000431,mystical lion,agents
char__knight,train_ep_000432,knight,agents
char__mice,train_ep_000432,mice,agents
char__blacksmith,train_ep_000433,blacksmith,agents
char__gnome,train_ep_000433,gnome,agents
char__peasant,train_ep_000434,peasant,agents
char__priest,train_ep_000434,priest,agents
char__princess,train_ep_000435,princess,agents
char__unicorn_groomer,train_ep_000435,unicorn groomer,agents
char__cat,train_ep_000436,cat,agents
char__witch,train_ep_000436,witch,agents
char__although_the_temple_is_full_no_one_is_speaking_and_all_you_can_hear_are_muted_scuffling_feet,train_ep_000437,although the temple is full no one is speaking and all you can hear are muted scuffling feet,agents
char__monk,train_ep_000437,monk,agents
char__assassin,train_ep_000438,assassin,agents
char__witch,train_ep_000438,witch,agents
char__fairy,train_ep_000439,fairy,agents
char__ornate_birds,train_ep_000439,ornate birds,agents
char__deckhand,train_ep_000440,deckhand,agents
char__woman,train_ep_000440,woman,agents
char__lady_of_the_hour,train_ep_000441,lady of the hour,agents
char__trolls,train_ep_000441,trolls,agents
char__bandit,train_ep_000442,bandit,agents
char__thief,train_ep_000442,thief,agents
char__dignitary,train_ep_000443,dignitary,agents
char__queen,train_ep_000443,queen,agents
char__boat_captain,train_ep_000444,boat captain,agents
char__sailor,train_ep_000444,sailor,agents
char__captain_of_the_guard,train_ep_000445,captain of the guard,agents
char__messenger,train_ep_000445,messenger,agents
char__man_woman,train_ep_000446,man woman,agents
char__person,train_ep_000446,person,agents
char__goddess,train_ep_000447,goddess,agents
char__king,train_ep_000447,king,agents
char__book_keeper,train_ep_000448,book keeper,agents
char__townsperson,train_ep_000448,townsperson,agents
char__child_lost_from_his_mother,train_ep_000449,child lost from his mother,agents
char__owner,train_ep_000449,owner,agents
char__explorer,train_ep_000450,explorer,agents
char__mouse,train_ep_000450,mouse,agents
char__creature,train_ep_000451,creature,agents
char__lizard,train_ep_000451,lizard,agents
char__beaver,train_ep_000452,beaver,agents
char__fish,train_ep_000452,fish,agents
char__fisher,train_ep_000453,fisher,agents
char__stinging_scorpion,train_ep_000453,stinging scorpion,agents
char__nobleman,train_ep_000454,nobleman,agents
char__troll,train_ep_000454,troll,agents
char__guard,train_ep_000455,guard,agents
char__wall_repairman,train_ep_000455,wall repairman,agents
char__king_fulmer,train_ep_000456,king fulmer,agents
char__preacher,train_ep_000456,preacher,agents
char__bodyguard,train_ep_000457,bodyguard,agents
char__scullery_boy,train_ep_000457,scullery boy,agents
char__roach,train_ep_000458,roach,agents
char__spider,train_ep_000458,spider,agents
char__friend_of_the_princess,train_ep_000459,friend of the princess,agents
char__maid,train_ep_000459,maid,agents
char__bodyguard,train_ep_000460,bodyguard,agents
char__intruder,train_ep_000460,intruder,agents
char__child,train_ep_000461,child,agents
char__foreign_ambassador,train_ep_000461,foreign ambassador,agents
char__thief,train_ep_000462,thief,agents
char__vendor,train_ep_000462,vendor,agents
char__mistress,train_ep_000463,mistress,agents
char__sword_makers,train_ep_000463,sword makers,agents
char__bat_queen,train_ep_000464,bat queen,agents
char__resident,train_ep_000464,resident,agents
char__guest,train_ep_000465,guest,agents
char__queen,train_ep_000465,queen,agents
char__grandmother,train_ep_000466,grandmother,agents
char__infant,train_ep_000466,infant,agents
char__bird,train_ep_000467,bird,agents
char__dog,train_ep_000467,dog,agents
