episode_id,location_id,location_name,location_category
train_ep_000389,loc__path_in_forest__b615034b,path in forest,Trail
train_ep_000390,loc__prayer_room__b4ab9d1e,prayer room,Inside Temple
train_ep_000391,loc__barn__5dfcc0aa,barn,Farm
train_ep_000392,loc__cemetery__dccbebc2,cemetery,Graveyard
train_ep_000393,loc__lighthouse__fad0ce22,lighthouse,Shore
train_ep_000394,loc__enormous_church_entrance_door__4425590a,enormous church entrance door,Outside Church
train_ep_000395,loc__hilltop_temple_grounds__9a75117c,hilltop temple grounds,Outside Temple
train_ep_000396,loc__privy_room__3e3bfa73,privy room,Inside Castle
train_ep_000397,loc__castle_courtyard_bazaar__f18a3852,castle courtyard bazaar,Bazaar
train_ep_000398,loc__unexplored_jungle__ff39ded3,unexplored jungle,Jungle
train_ep_000399,loc__haunted_swamp__8ecea208,haunted swamp,Swamp
train_ep_000400,loc__turquoise_shore__9c4dff53,turquoise shore,Shore
train_ep_000401,loc__great_hall__91ce0dd0,great hall,Inside Tower
train_ep_000402,loc__unfinished_mausoleum__d8f26138,unfinished mausoleum,Graveyard
train_ep_000403,loc__abandoned_mine__75691f18,abandoned mine,Mountain
train_ep_000404,loc__cemetery__dccbebc2,cemetery,Graveyard
train_ep_000405,loc__beach__7193529a,beach,Shore
train_ep_000406,loc__path_in_forest__b615034b,path in forest,Trail
train_ep_000407,loc__prayer_room__b4ab9d1e,prayer room,Inside Temple
train_ep_000408,loc__barn__5dfcc0aa,barn,Farm
train_ep_000409,loc__meadow__07a42035,meadow,Countryside
train_ep_000410,loc__confessional__f24d3972,confessional,Inside Church
train_ep_000411,loc__queen_s_bedchamber__25802711,queen's bedchamber,Inside Palace
train_ep_000412,loc__cave__e386df9e,cave,Mountain
train_ep_000413,loc__altar_room__cbf077bb,altar room,Inside Temple
train_ep_000414,loc__torture_room__87c0e788,torture room,Dungeon
train_ep_000415,loc__island__3dbacfd7,island,Lake
train_ep_000416,loc__lighthouse__fad0ce22,lighthouse,Shore
train_ep_000417,loc__bar__37b51d19,bar,Tavern
train_ep_000418,loc__watchtower__2275d0f0,watchtower,Outside Tower
train_ep_000419,loc__port_tavern__48d771c2,port tavern,Port
train_ep_000420,loc__dungeon__e0dc3209,dungeon,Inside Castle
train_ep_000421,loc__outside_temple__4d6f89cb,outside temple,Outside Temple
train_ep_000422,loc__master_bedroom__ee30383a,master bedroom,Inside Palace
train_ep_000423,loc__graveyard__7b3ab674,graveyard,Graveyard
train_ep_000424,loc__outside_castle__fd9e3171,outside castle,Outside Castle
train_ep_000425,loc__opening_to_the_drawbridge_of_the_castle__7901de11,opening to the drawbridge of the castle,Trail
train_ep_000426,loc__troll_s_bridge__934a7368,troll's bridge,Swamp
train_ep_000427,loc__barn__5dfcc0aa,barn,Farm
train_ep_000428,loc__wooded_magical_village__0d0cf6a7,wooded magical village,Forest
train_ep_000429,loc__abandoned_castle_on_an_ocean_cliff_side__2a4a7700,abandoned castle on an ocean cliff side,Abandoned
train_ep_000430,loc__inside_a_desolate_cave__62f3c8b1,inside a desolate cave,Dungeon
train_ep_000431,loc__underground_chamber__d71a7d7a,underground chamber,Cave
train_ep_000432,loc__knights_quarters__d1135fd1,knights quarters,Inside Castle
train_ep_000433,loc__dwarven_city__24e5c23d,dwarven city,Mountain
train_ep_000434,loc__outside_the_church_of_monks__12e0820b,outside the church of monks,Outside Church
train_ep_000435,loc__inside_the_unicorn_palace__56787601,inside the unicorn palace,Inside Palace
train_ep_000436,loc__werewolves_tavern__a0b69047,werewolves tavern,Tavern
train_ep_000437,loc__inside_temple__78c8ad2b,inside temple,Inside Temple
train_ep_000438,loc__witches_cottage__6a123241,witches cottage,Outside Cottage
train_ep_000439,loc__fairy_forest__c73e62c1,fairy forest,Forest
train_ep_000440,loc__dining_hall__10c40af2,dining hall,Inside Tower
train_ep_000441,loc__confessional_room__22bf6614,confessional room,Inside Church
train_ep_000442,loc__dungeon__e0dc3209,dungeon,Inside Castle
train_ep_000443,loc__castle__9355a9f9,castle,Inside Castle
train_ep_000444,loc__docks__d1b1bb99,docks,Port
train_ep_000445,loc__tower__79835ea3,tower,Outside Tower
train_ep_000446,loc__bazaar__8c5c7284,bazaar,Bazaar
train_ep_000447,loc__sacred_temple__0ee6dca9,sacred temple,Inside Church
train_ep_000448,loc__lagoon__664a6ce4,lagoon,Lake
train_ep_000449,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_000450,loc__cave__e386df9e,cave,Cave
train_ep_000451,loc__jungle__5d991220,jungle,Jungle
train_ep_000452,loc__lake__97d986e2,lake,Lake
train_ep_000453,loc__outside_church__9f23256f,outside church,Outside Church
train_ep_000454,loc__mud_pit__7a862ed0,mud pit,Jungle
train_ep_000455,loc__military_outpost_at_the_heart_of_the_swamp__0b91dfd0,military outpost at the heart of the swamp,Swamp
train_ep_000456,loc__royal_kitchen__fca4f709,royal kitchen,Inside Palace
train_ep_000457,loc__inside_tower__3d67c0a7,inside tower,Inside Tower
train_ep_000458,loc__abandoned_shack__d3865a64,abandoned shack,Wasteland
train_ep_000459,loc__princess_library__7426d41f,princess' library,Inside Palace
train_ep_000460,loc__treasure_cavern__26b58d7a,treasure cavern,Inside Temple
train_ep_000461,loc__yurt__e67b7569,yurt,Desert
train_ep_000462,loc__spice_stall__5ddd9bb4,spice stall,Bazaar
train_ep_000463,loc__bathroom__67518d64,bathroom,Inside Tower
train_ep_000464,loc__tree_house__493a5d1a,tree house,Jungle
train_ep_000465,loc__main_hall__8f1c5099,main hall,Inside Palace
train_ep_000466,loc__living_quarters__26fbc0ca,living quarters,Farm
train_ep_000467,loc__town_square__4d10acd1,town square,Town
train_ep_000468,loc__kings_chambers__3b38188f,kings chambers,Inside Palace
train_ep_000469,loc__trash_heap__0e440590,trash heap,Wasteland
train_ep_000470,loc__large_galleon__0e3d3ca8,large galleon,Port
train_ep_000471,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_000472,loc__tree_house__493a5d1a,tree house,Jungle
train_ep_000473,loc__dark_cave__b9185199,dark cave,Cave
train_ep_000474,loc__black_smiths_shop__5379f4dc,black smiths shop,Town
train_ep_000475,loc__lakeside_house__e89e18cd,lakeside house,Lake
train_ep_000476,loc__armory__f1c6e216,armory,Inside Castle
train_ep_000477,loc__torture_chamber__11dfca19,torture chamber,Dungeon
train_ep_000478,loc__bedroom__cff8b1fe,bedroom,Inside Cottage
train_ep_000479,loc__throne_room__f4977c99,throne room,Shore
train_ep_000480,loc__jail_room__4ad818b4,jail room,Inside Tower
train_ep_000481,loc__town_theater__8fa3302e,town theater,Town
train_ep_000482,loc__clergyman_s_office__30ca015e,clergyman's office,Inside Temple
train_ep_000483,loc__top_of_a_tall_tree__6c2eb414,top of a tall tree,Jungle
train_ep_000484,loc__secret_oasis__4b7fea6a,secret oasis,Desert
train_ep_000485,loc__town__7198cda5,town,Town
train_ep_000486,loc__meditation_room__40c0a44e,meditation room,Inside Temple
train_ep_000487,loc__tower_base__11a0e527,tower base,Outside Tower
train_ep_000488,loc__spiral_staircase__031e4915,spiral staircase,Inside Tower
train_ep_000489,loc__confessional__f24d3972,confessional,Inside Church
train_ep_000490,loc__marketplace__bc5986eb,marketplace,Port
train_ep_000491,loc__beyond_the_wall__adff6e1c,beyond the wall,Outside Castle
train_ep_000492,loc__land_beyond_the_wasteland__0b3b29ad,land beyond the wasteland,Abandoned
train_ep_000493,loc__behind_the_servant_quarters__9413241c,behind the servant quarters,Wasteland
train_ep_000494,loc__adjacent_to_the_guest_castle__7becb0d5,adjacent to the guest castle,Farm
train_ep_000495,loc__market_center__f92392bc,market center,Tavern
train_ep_000496,loc__chapel__5ee4b863,chapel,Inside Church
train_ep_000497,loc__bar__37b51d19,bar,Tavern
train_ep_000498,loc__battleship__e82a29f3,battleship,Shore
train_ep_000499,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_000500,loc__cabin__92faafe2,cabin,Countryside
train_ep_000501,loc__pew__08db7753,pew,Inside Church
train_ep_000502,loc__shop_in_bazaar__bb1b9374,shop in bazaar,Bazaar
train_ep_000503,loc__dock_at_the_port__eaf44017,dock at the port,Port
train_ep_000504,loc__witch_s_house__f92034cd,witch's house,Swamp
train_ep_000505,loc__within_the_walls_of_the_city__ccd0198d,within the walls of the city,Inside Tower
train_ep_000506,loc__queen_s_chamber__e51179c6,queen's chamber,Inside Palace
train_ep_000507,loc__cottage__144deb32,cottage,Countryside
train_ep_000508,loc__dining_hall__10c40af2,dining hall,Inside Palace
train_ep_000509,loc__nave__bfe4b52c,nave,Inside Church
train_ep_000510,loc__king_s_quarters__b44e1648,king's quarters,Shore
train_ep_000511,loc__weapon_closet__20098437,weapon closet,Inside Tower
train_ep_000512,loc__inside_church__aab73af9,inside church,Inside Church
train_ep_000513,loc__training_fields__20aac210,training fields,Outside Palace
train_ep_000514,loc__nursery__a718a874,nursery,Inside Palace
train_ep_000515,loc__royal_stables__25af2687,royal stables,Outside Castle
train_ep_000516,loc__kitchen__09228dac,kitchen,Tavern
train_ep_000517,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_000518,loc__library__d521f765,library,Inside Castle
train_ep_000519,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_000520,loc__dining_hall__10c40af2,dining hall,Inside Castle
train_ep_000521,loc__troll_s_lair__218cc09b,troll's lair,Cave
train_ep_000522,loc__barracks__2ce29011,barracks,Outside Castle
train_ep_000523,loc__throne_room__f4977c99,throne room,Inside Tower
train_ep_000524,loc__brush_den__e1300d94,brush den,Forest
train_ep_000525,loc__next_to_an_altar__6252d8d6,next to an altar,Inside Church
train_ep_000526,loc__ball_room__e26306dc,ball room,Inside Palace
train_ep_000527,loc__along_the_banks_of_a_river_in_the_forest__1893d3d3,along the banks of a river in the forest,Forest
train_ep_000528,loc__king_s_bedroom__03fb30e9,king's bedroom,Inside Palace
train_ep_000529,loc__jewelry_stall__2ec13fd4,jewelry stall,Bazaar
train_ep_000530,loc__winter_gardens__e59bb816,winter gardens,Outside Tower
train_ep_000531,loc__servant_s_quarters__2ab37024,servant's quarters,Inside Palace
train_ep_000532,loc__cursed_grave__7f5aabe1,cursed grave,Graveyard
train_ep_000533,loc__foyer__114ad31a,foyer,Inside Palace
train_ep_000534,loc__old_red_barn__d6b0cfd8,old red barn,Farm
train_ep_000535,loc__cactus_field__ce508a05,cactus field,Desert
train_ep_000536,loc__high_priest_chamber__3d59d244,high priest chamber,Inside Church
train_ep_000537,loc__beside_church_pews__8d83bdb7,beside church pews,Inside Church
train_ep_000538,loc__beach_house__64bd4f8d,beach house,Shore
train_ep_000539,loc__mushroom_hut__8bb7cd75,mushroom hut,Outside Cottage
train_ep_000540,loc__palace_throne__edc54e5f,palace throne,Inside Palace
train_ep_000541,loc__palace_kitchen__4dee9bb6,palace kitchen,Inside Palace
train_ep_000542,loc__beside_temple_entrance__b712f707,beside temple entrance,Outside Temple
train_ep_000543,loc__castle_armory__c05c8115,castle armory,Inside Castle
train_ep_000544,loc__tower_sewers__135799e5,tower sewers,Inside Tower
train_ep_000545,loc__towering_mesa__148ef02b,towering mesa,Desert
train_ep_000546,loc__gold_mine__23a64f00,gold mine,Abandoned
train_ep_000547,loc__room_at_the_top_of_the_tower__bebc68b6,room at the top of the tower,Inside Castle
train_ep_000548,loc__public_execution_stand__ec1c97f7,public execution stand,Bazaar
train_ep_000549,loc__sitting_room__152ab82c,sitting room,Inside Cottage
train_ep_000550,loc__whipping_station__cd58acd7,whipping station,Outside Church
train_ep_000551,loc__oasis__335ffbcf,oasis,Desert
train_ep_000552,loc__beach_house__64bd4f8d,beach house,Shore
train_ep_000553,loc__farmer_hill__b21f8161,farmer hill,Outside Cottage
train_ep_000554,loc__hall_of_echoes__55050f7d,hall of echoes,Inside Temple
train_ep_000555,loc__bathing_room__e8175c31,bathing room,Inside Temple
train_ep_000556,loc__show_room_inside_the_castle__f6ac41dd,show room inside the castle,Inside Castle
train_ep_000557,loc__inside_church_back_row__5cc901b4,inside church back row,Inside Church
train_ep_000558,loc__town_of_anoria__bfbab07a,town of anoria,Town
train_ep_000559,loc__tavern_of_browntavia__0bc98c5d,tavern of browntavia,Tavern
train_ep_000560,loc__bone_pit__bec80d68,bone pit,Outside Temple
train_ep_000561,loc__sacrificial_altar__0974214f,sacrificial altar,Inside Temple
train_ep_000562,loc__murder_hole__da3df777,murder hole,Inside Tower
train_ep_000563,loc__personal_quarters__5bdf1559,personal quarters,Inside Palace
train_ep_000564,loc__library__d521f765,library,Inside Castle
train_ep_000565,loc__main_entrance__68f3df62,main entrance,Outside Temple
train_ep_000566,loc__ruined_house__b253dd25,ruined house,Abandoned
train_ep_000567,loc__storage_room__ab9f0184,storage room,Dungeon
train_ep_000568,loc__study_room__5698bd87,study room,Inside Church
train_ep_000569,loc__weapon_room__a7162ba9,weapon room,Inside Temple
train_ep_000570,loc__entrance__2a20afe0,entrance,Cave
train_ep_000571,loc__armory__f1c6e216,armory,Inside Castle
train_ep_000572,loc__clearing__5832a4d8,clearing,Jungle
train_ep_000573,loc__storage_room__ab9f0184,storage room,Tavern
train_ep_000574,loc__graveyard__7b3ab674,graveyard,Outside Church
train_ep_000575,loc__torture_room__87c0e788,torture room,Dungeon
train_ep_000576,loc__main_hallway__840c1503,main hallway,Inside Palace
train_ep_000577,loc__temple_entrance__71ae50b0,temple entrance,Outside Temple
train_ep_000578,loc__grand_ballroom__52b4001e,grand ballroom,Inside Castle
train_ep_000579,loc__old_crypt__9f170f50,old crypt,Graveyard
train_ep_000580,loc__weathered_shack__8c23b906,weathered shack,Abandoned
train_ep_000581,loc__staircase__7dbf02f9,staircase,Inside Tower
train_ep_000582,loc__tree_of_spirits__e757fcef,tree of spirits,Trail
train_ep_000583,loc__brim_canal__7a498e16,brim canal,Lake
train_ep_000584,loc__grand_dining_room__8cb359cc,grand dining room,Inside Palace
train_ep_000585,loc__maidens_cottage__ce8fe6f9,maidens cottage,Countryside
train_ep_000586,loc__horse_s_stables__0cd4df4c,horse's stables,Outside Cottage
train_ep_000587,loc__prisoner_s_cell__bf78e6a1,prisoner's cell,Dungeon
train_ep_000588,loc__cemetery__dccbebc2,cemetery,Wasteland
train_ep_000589,loc__queen_s_quarters__22b70e95,queen's quarters,Inside Palace
train_ep_000590,loc__artillery_room__9af01c49,artillery room,Inside Tower
train_ep_000591,loc__archery_zone__fdb7c330,archery zone,Outside Castle
train_ep_000592,loc__knight_s_hunting_ground__09b79c95,knight's hunting ground,Trail
train_ep_000593,loc__priest_s_chambers__1ebce5c5,priest's chambers,Inside Temple
train_ep_000594,loc__kitchen__09228dac,kitchen,Inside Castle
train_ep_000595,loc__king_s_chambers__e3e597fe,king's chambers,Inside Palace
train_ep_000596,loc__armory__f1c6e216,armory,Inside Tower
train_ep_000597,loc__master_bedroom__ee30383a,master bedroom,Inside Castle
train_ep_000598,loc__outpost__9e81fdfb,outpost,Mountain
train_ep_000599,loc__ritual_room__4574deb8,ritual room,Inside Temple
train_ep_000600,loc__front_of_the_cottage__908b24e7,front of the cottage,Outside Cottage
train_ep_000601,loc__village_at_the_base_of_the_mountain__47dbe2ea,village at the base of the mountain,Mountain
train_ep_000602,loc__tent__7b65dcf0,tent,Desert
train_ep_000603,loc__confession_box__fb7e21f1,confession box,Inside Church
train_ep_000604,loc__bandit_lair__90d428ee,bandit lair,Cave
train_ep_000605,loc__kings_bedroom__64489025,kings bedroom,Inside Castle
train_ep_000606,loc__ruin_of_a_house__62eef8f7,ruin of a house,Wasteland
train_ep_000607,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_000608,loc__stream__f7b44cfa,stream,Forest
train_ep_000609,loc__lush_meadow_in_the_country_side__d9fa9500,lush meadow in the country side,Countryside
train_ep_000610,loc__town_in_the_desert__fff2a6b4,town in the desert,Wasteland
train_ep_000611,loc__kings_bed_room__b1f6b2b3,kings bed room,Inside Castle
train_ep_000612,loc__front_row__ec5571ef,front row,Inside Church
train_ep_000613,loc__ferry_terminal__e6bf99dd,ferry terminal,Port
train_ep_000614,loc__front_altar__819cc2dd,front altar,Inside Temple
train_ep_000615,loc__desert_tent__a1a041ce,desert tent,Wasteland
train_ep_000616,loc__grassy_plains__ecb71cc6,grassy plains,Trail
train_ep_000618,loc__great_armory__8a3248e6,great armory,Inside Castle
train_ep_000619,loc__dancing_stoat__a6b60c83,dancing stoat,Town
train_ep_000620,loc__shrine_of_sretniy__c5cdca48,shrine of sretniy,Inside Temple
train_ep_000621,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_000622,loc__pond__d873154f,pond,Wasteland
train_ep_000623,loc__horse_stables__3ab0f4c8,horse stables,Outside Castle
train_ep_000624,loc__rectory__af9459b5,rectory,Inside Church
train_ep_000625,loc__fishing_shack__be027604,fishing shack,Lake
train_ep_000626,loc__orc_cave__9c2ad64e,orc cave,Cave
train_ep_000627,loc__simple_town__9836124a,simple town,Town
train_ep_000628,loc__church_entryway__b0c14c9f,church entryway,Inside Church
train_ep_000629,loc__firewood_forest__049c4d45,firewood forest,Forest
train_ep_000630,loc__temple_gardens__e5c59366,temple gardens,Outside Temple
train_ep_000631,loc__church_field__80ff45f8,church field,Outside Church
train_ep_000632,loc__lower_dungeon_guard_room__f88d3041,lower dungeon guard room,Dungeon
train_ep_000633,loc__meadow__07a42035,meadow,Countryside
train_ep_000634,loc__mysterious_forest_outskirts__78c6782b,mysterious forest outskirts,Forest
train_ep_000635,loc__castle_farm__90bc7176,castle farm,Farm
train_ep_000636,loc__in_front_of_a_stone_tower__79dd0512,in front of a stone tower,Outside Tower
train_ep_000637,loc__cottage_entryway__e5f1139f,cottage entryway,Inside Cottage
train_ep_000638,loc__wet_dungeon__b3fe19bc,wet dungeon,Dungeon
train_ep_000639,loc__hilltop_temple_grounds__9a75117c,hilltop temple grounds,Outside Temple
train_ep_000640,loc__castle_maids_room__208d485a,castle maids' room,Inside Castle
train_ep_000641,loc__castle_courtyard_bazaar__f18a3852,castle courtyard bazaar,Bazaar
train_ep_000642,loc__unexplored_jungle__ff39ded3,unexplored jungle,Jungle
